SA1_7DIGITCODE_2016	employmentToPopulation
2119016	62.8
2119017	56.6
2119018	58.3
2119019	61.5
2119020	65.8
2119021	58.4
2119022	64.9
2119023	52.4
2119024	60.1
2119025	63.8
2119026	43.4
2119027	55.2
2119028	55.2
2119029	61.4
2119030	55.8
2119031	67.5
2119032	53.6
2119033	56.7
2119034	70.5
2119101	71.9
2119102	60.4
2119104	58
2119105	71.8
2119106	56.1
2119107	53.9
2119108	54.9
2119109	59.7
2119110	60.7
2119111	59.5
2119112	57.2
2119113	47.4
2119114	61.6
2119115	66.7
2119116	60
2119117	55.2
2119118	53.5
2119119	57.1
2119120	58.4
2119121	60.3
2119122	77.9
2119123	59.1
2119301	62.9
2119302	63.1
2119303	62
2119304	62.6
2119305	61.1
2119306	42.9
2119307	61.4
2119308	72.1
2119309	53.7
2119310	63.7
2119311	59.3
2119312	64.5
2119313	59.2
2119314	60.3
2119315	65.9
2119316	62.1
2119317	65.9
2119318	55
2119319	63.7
2119320	65
2119321	67.2
2119322	55.8
2119323	61.4
2119324	57.4
2119325	73.2
2119326	71.1
2119327	67.4
2119328	64.9
2119329	58.1
2119330	61.2
2119331	59.5
2119332	59
2119333	55
2119334	63
2119335	64.5
2119336	62.7
2119337	60.4
2119338	66.8
2119339	62.5
2119340	63.6
2119341	66.4
2119342	66
2119343	74.9
2119401	58.8
2119402	63.6
2119403	67.1
2119404	48
2119405	68
2119406	75.8
2119407	69.6
2119408	62.8
2119409	65.8
2119410	71.9
2119411	72.3
2119412	50.4
2119413	65.9
2119414	58.1
2119415	69.7
2119416	58.5
2119417	59.1
2119418	60.7
2119419	71.7
2119420	72.8
2119421	54.2
2119422	55.8
2119423	60.6
2119424	62.3
2119425	66.3
2119426	76.2
2119427	70.2
2119428	58.5
2119429	21.1
2119430	57.8
2119431	50.9
2119432	65.8
2119433	62.3
2119434	64.4
2119435	63.3
2119436	56.7
2119437	57.7
2119438	46.8
2119439	58.6
2119440	65.5
2119441	56.2
2119442	52.5
2119443	65.7
2119444	62.6
2119445	58.6
2119446	57
2119447	53.3
2119448	56.1
2119449	59.4
2119501	47
2119502	66.6
2119503	52.2
2119504	61.2
2119505	63.7
2119506	63.9
2119507	63.2
2119508	61.2
2119509	68.2
2119510	59
2119511	62.9
2119512	57.5
2119513	65.2
2119514	58.9
2119515	43.8
2119516	44.9
2119517	63.9
2119518	62.7
2119519	55.8
2119520	64.4
2119521	61.5
2119522	63.2
2119523	70.9
2119525	64
2119526	52.4
2119527	51.3
2119528	64.9
2119529	59.7
2119530	63.2
2119531	59.2
2119532	50.2
2119533	56.5
2119534	61.5
2119535	54.4
2119536	58.6
2119537	53.3
2119538	46.6
2119539	65.5
2119540	51.4
2119541	61.7
2119542	66.6
2119543	58.7
2119544	67.8
2119545	61.1
2119546	46.4
2119547	57.2
2119548	67.2
2119549	52.3
2119551	55.9
2119601	54.2
2119602	51.1
2119603	46.9
2119604	49.1
2119605	52.3
2119606	53.9
2119607	42.9
2119608	51.6
2119609	44.6
2119610	57.1
2119612	70.8
2119613	38.4
2119614	59.5
2119615	45.4
2119616	47.5
2119617	49.3
2119618	48.4
2119619	53.2
2119620	53.4
2119621	57
2119622	55
2119623	73.4
2119624	70.7
2119701	63.2
2119702	61.2
2119703	63.1
2119704	60.4
2119705	59.4
2119706	61.3
2119707	60.1
2119708	62.2
2119709	57.5
2119710	60.6
2119711	59
2119712	65.4
2119713	59.1
2119714	68.4
2119715	59.8
2119716	57.9
2119717	63
2119718	66.4
2119719	72
2119720	37
2119721	71.6
2119722	71.7
2119723	64.4
2119724	71.5
2119725	65.5
2119726	66.9
2119727	56.5
2119728	62.3
2119729	59.2
2119730	62.4
2119731	48.1
2119732	74.8
2119733	62.7
2119734	72.5
2119735	70.2
2119736	67.8
2119737	70.7
2119738	68
2119739	59.1
2119740	60.8
2119741	47.1
2119742	66.8
2119743	64.5
2119744	60.4
2119745	57.2
2119746	69.3
2119747	61.4
2119748	67.9
2119749	56.1
2119750	60.8
2119751	58.7
2119752	69.3
2119753	69.1
2119801	59
2119802	61.1
2119803	60
2119804	65.9
2119805	64.7
2119806	65.2
2119807	61.1
2119808	65.5
2119809	66
2119810	59.7
2119811	51.9
2119812	58.4
2119813	64.7
2119814	55.6
2119815	32.5
2119816	57.9
2119817	59.9
2119818	59.8
2119819	52.1
2119820	49.1
2119821	63.4
2119822	47.8
2119823	56.7
2119824	55.6
2119825	55.3
2119826	64
2119827	57.3
2119828	66.4
2119829	61.6
2119830	69.5
2119831	60.7
2119832	61.1
2119833	56.3
2119901	37.1
2119902	38.1
2119903	42.5
2119904	48.8
2119905	48.3
2119907	44.9
2119908	29.4
2119909	37.1
2119910	45.6
2119911	41.8
2119912	49.7
2119913	38.4
2119914	57
2119915	57.8
2119916	51.8
2119917	36.5
2119918	62.5
2119919	66.5
2119920	55.8
2119921	54.7
2119922	63.5
2119923	58.9
2119924	59.8
2119925	55.4
2119926	55.7
2119927	54.9
2119928	60.1
2119929	51.9
2119930	60.9
2119931	55.3
2119932	48
2120001	65.6
2120002	62.7
2120003	62.3
2120004	58.4
2120005	64.3
2120006	65.6
2120007	63.4
2120008	56.6
2120009	63.4
2120010	59
2120011	65.9
2120012	67.4
2120013	60.7
2120014	60.3
2120015	61.9
2120016	65
2120017	62.6
2120018	65.3
2120019	64
2120020	62.3
2120021	63.6
2120022	58
2120023	68.7
2120024	65.8
2120025	63.1
2120026	64.2
2120101	61.7
2120102	63.6
2120103	60.3
2120104	62.9
2120105	69.6
2120106	55.1
2120107	62.9
2120108	60.6
2120109	67.6
2120110	60.9
2120111	57.1
2120112	58.3
2120113	57
2120114	61.9
2120115	57.2
2120116	59.6
2120117	66.5
2120118	63
2120119	69.1
2120201	64.7
2120202	55.8
2120203	60.7
2120204	55.2
2120205	64.8
2120206	67.7
2120207	56.3
2120208	67.5
2120209	62.2
2120210	57.3
2120211	55.2
2120212	67.2
2120213	66.1
2120214	45.1
2120215	64.7
2120216	59.6
2120217	66.7
2120218	54.1
2120219	71.7
2120220	69.8
2120221	52.6
2120222	59.9
2120223	64.5
2120224	63.9
2120225	74.6
2120226	60.8
2120227	63.4
2120228	72.8
2120229	58.6
2120230	63
2120231	57.3
2120232	59.3
2120233	58.7
2120234	70.4
2120235	65.9
2120236	56.9
2120237	64.7
2120238	63.1
2120239	60.1
2120240	54.8
2120241	69.4
2120301	68.7
2120302	58.4
2120303	56.9
2120304	61.5
2120305	58.1
2120306	57.5
2120307	58.7
2120308	60.8
2120309	63.4
2120310	59.5
2120311	70.1
2120312	62.9
2120313	64.4
2120314	58.7
2120315	57.1
2120316	58.9
2120317	48.3
2120318	60.5
2120319	71.2
2120320	65.9
2120321	65.3
2120322	66.9
2120323	55.7
2120324	55
2120325	69.6
2120326	59.1
2120327	56.2
2120328	63.6
2120329	51.2
2120330	62.7
2120331	55.7
2120332	46.6
2120333	54.4
2120334	86.6
2120335	58.2
2120336	29.4
2120337	49.8
2120338	56.6
2120339	30.7
2120340	57.2
2120341	60.5
2120342	66.1
2120343	54.3
2120344	57.9
2120345	45
2120346	52.1
2120401	60.1
2120402	65.3
2120403	59.5
2120404	57.7
2120405	56.8
2120406	61.9
2120407	57.3
2120408	60.5
2120409	57.6
2120410	55.8
2120411	53.7
2120412	63.4
2120413	58.7
2120414	60.8
2120415	64.9
2120416	56.8
2120417	57.5
2120418	61.4
2120419	59.6
2120420	60.9
2120421	49.1
2120422	59.9
2120501	39.1
2120502	61.7
2120503	54
2120504	57.1
2120505	71.7
2120507	47.4
2120508	29.4
2120509	43.5
2120510	42.2
2120511	47.2
2120512	59.1
2120514	39.3
2120516	67.1
2120518	44
2120520	52.2
2120521	59.3
2120523	59.7
2120524	69.8
2120526	37.6
2120527	59.7
2120528	51.9
2120701	66
2120702	60
2120703	56.6
2120704	58.2
2120705	52.5
2120706	57.9
2120707	57.6
2120708	58.4
2120709	54.2
2120710	56.8
2120711	53.9
2120712	35
2120713	54.5
2120714	52.7
2120715	33.7
2120716	41.6
2120717	60.6
2120718	53
2120719	60
2120720	57.6
2120721	61.1
2120722	59.9
2120723	55.5
2120724	50.7
2120725	50.2
2120726	36.5
2120727	32.5
2120728	57.6
2120729	46.4
2120730	46.1
2120731	46.7
2120732	55.6
2120733	44.5
2120734	49.8
2120735	48.1
2120736	43
2120737	60.8
2120738	61.8
2120739	58.4
2120740	54.5
2120741	35.3
2120742	56.8
2120743	30.3
2120744	3.2
2120745	40.2
2120746	52.2
2120747	39.4
2120748	44.5
2120749	20.1
2120750	52.5
2120751	50.6
2120752	59.3
2120753	49.3
2120754	52.1
2120755	47
2120756	56.2
2120757	61.7
2120758	56.2
2120801	54.6
2120802	41.9
2120803	54.8
2120805	39.3
2120806	37.6
2120807	36.1
2120808	52.7
2120809	33.3
2120810	52.8
2120811	30.1
2120812	57.8
2120813	56
2120814	56.1
2120815	39.2
2120816	38.6
2120817	62.1
2120818	60.5
2120819	59.9
2120820	56.4
2120821	57.8
2120822	51
2120823	42.3
2120824	60.5
2120825	63.6
2120826	61.1
2120827	65.2
2120828	56.4
2120829	57.5
2120830	38.4
2120831	61
2120832	55
2120833	38.2
2120834	56.8
2120835	61.7
2120836	55.6
2120837	68.5
2120838	38.5
2120839	47.7
2120840	54.3
2120841	55.2
2120842	51.1
2120843	47.9
2120844	46.4
2120846	40.5
2120847	38.7
2120849	56.4
2120850	46.3
2120851	46.7
2120852	49.3
2120853	56.6
2120854	41.2
2120855	61.5
2120856	51.4
2120857	66.7
2120858	49.3
2120901	61.8
2120902	57.5
2120903	55
2120904	70.7
2120905	67.6
2120906	71.3
2120907	74.1
2120908	67.3
2120909	70.2
2120910	71.4
2120911	67.9
2120912	67.2
2120913	65.2
2120914	61.6
2120915	57.6
2120916	64
2120917	60.4
2120918	67.9
2120919	65.2
2120920	72.6
2120921	68.1
2120922	70.1
2120923	58.7
2120924	65.4
2120925	71.5
2120926	68.5
2120927	69
2120928	74.9
2120929	65.5
2120930	66.4
2120931	67.3
2120932	74
2120933	71.7
2120934	65.6
2120935	72.6
2120936	69.9
2120937	63
2120938	61.3
2120939	66.7
2120940	75.4
2120941	69.9
2120942	66.9
2120943	68
2120944	68.2
2120945	42.5
2120946	57.9
2120947	63.9
2120948	70.6
2120949	69.3
2120950	66.6
2120951	74.9
2120952	64.5
2120953	62.5
2120954	62.5
2120955	71.2
2120956	69.5
2120957	59.4
2120958	64.9
2120959	53.1
2120960	67.3
2121001	61.4
2121002	64.6
2121003	64.1
2121004	65.8
2121005	57.9
2121006	62.4
2121007	74.4
2121008	61.5
2121009	75.7
2121010	76.6
2121101	58.8
2121102	58.2
2121103	59.4
2121104	58.2
2121105	58.5
2121106	60.4
2121107	56.6
2121108	52
2121109	58.9
2121110	62.3
2121111	60
2121112	62.7
2121201	58.8
2121202	62.1
2121203	60.8
2121204	72.6
2121205	67
2121206	63.6
2121207	64.6
2121208	66.7
2121211	67.9
2121212	60.7
2121213	62.9
2121214	58.1
2121215	67.8
2121216	62.3
2121217	54.9
2121218	59.6
2121219	51.3
2121220	64.3
2121301	66.4
2121302	68.1
2121303	74.9
2121304	75.6
2121305	66.2
2121306	80.4
2121307	70.7
2121308	66.5
2121309	70.7
2121310	58.4
2121311	66.8
2121312	74.2
2121313	65.9
2121314	61.4
2121315	71.9
2121316	65.6
2121317	50
2121318	70.1
2121319	60.2
2121320	60.4
2121321	63.9
2121322	65.6
2121323	61.1
2121324	65.5
2121325	62.5
2121401	70.6
2121402	66.3
2121403	73.2
2121404	61.4
2121405	70.7
2121406	61.7
2121407	67
2121408	70.9
2121409	67.7
2121410	70.1
2121411	67.2
2121412	60.5
2121413	63.4
2121414	63.9
2121415	68.5
2121416	52.8
2121417	68.5
2121501	70.3
2121502	57.7
2121503	54.4
2121504	73.9
2121505	76.6
2121507	74.9
2121508	72.3
2121509	75.3
2121510	61.6
2121511	68.2
2121513	71.5
2121514	76.2
2121515	64.7
2121516	62.4
2121517	62.3
2121518	51.5
2121519	74.2
2121520	72.5
2121521	70.9
2121522	73.5
2121523	65.7
2121524	61.3
2121525	67.1
2121526	67.3
2121527	71.8
2121528	73.9
2121529	70.6
2121530	80.4
2121531	76.2
2121532	48.6
2121533	66
2121534	66.5
2121535	73
2121536	67.9
2121601	39.4
2121603	46.9
2121604	54
2121605	62.1
2121606	71.5
2121607	62.6
2121608	65.5
2121609	59.8
2121611	72.1
2121612	65.6
2121613	55.7
2121614	1.4
2121616	59
2121701	56.6
2121702	58.1
2121703	48.1
2121704	48.2
2121705	45.6
2121706	57.7
2121707	44.9
2121708	41.6
2121709	46.6
2121710	47.3
2121711	53.4
2121712	47.9
2121713	41.8
2121714	58.6
2121715	51.6
2121716	38.4
2121717	49.5
2121718	49.7
2121901	39.2
2121902	40.3
2121903	41.9
2121904	43.8
2121905	37.5
2121906	47.6
2121907	38.3
2121908	39.3
2121909	49
2121910	45.1
2121911	36.2
2121912	43.6
2121913	45.9
2121914	42.3
2121915	37.9
2121916	40.3
2121917	40.9
2121918	42.7
2121919	40.5
2121920	44.4
2121921	45.3
2121922	42.8
2121923	42.1
2121924	45.9
2121925	45.6
2121926	54.1
2121927	50
2121928	53.6
2121929	45.9
2121930	63.8
2121932	34.2
2121933	39.5
2121934	40.3
2121935	37.3
2121936	40
2121937	37.1
2121938	40
2121939	33.6
2121940	35.4
2121941	42.7
2121942	39.9
2121943	38.9
2121944	40.3
2121945	34.3
2121946	37.9
2121947	40.7
2121948	38.8
2121949	41.6
2121950	43.4
2121951	51.5
2122001	63.3
2122003	55.7
2122004	51.2
2122005	60.2
2122006	65.5
2122007	66.1
2122008	66.7
2122009	67.2
2122010	70.5
2122011	54.9
2122012	59.3
2122013	54.8
2122014	60.6
2122015	62.9
2122016	58
2122017	66.4
2122018	60.1
2122019	54.7
2122020	62.5
2122021	60.1
2122022	61.7
2122023	61
2122024	58.1
2122025	61.5
2122026	64
2122027	63.4
2122028	45.7
2122029	71.7
2122030	63.6
2122031	61.4
2122032	54.5
2122033	75.6
2122034	54.1
2122035	59.1
2122036	58.6
2122037	63.1
2122038	53.8
2122039	60.9
2122040	61.2
2122041	54
2122042	68.3
2122043	60.8
2122044	57.3
2122045	61
2122046	61.1
2122101	57.6
2122102	61.7
2122103	52.6
2122104	63.2
2122105	58.6
2122106	51.8
2122107	64.6
2122108	55.9
2122109	53.4
2122110	58.3
2122111	59.1
2122112	61.6
2122113	63.4
2122114	60.7
2122115	54.4
2122116	54.2
2122117	51.5
2122118	51
2122119	52.8
2122120	59
2122121	61.8
2122122	49.8
2122123	59.7
2122124	58.9
2122125	55
2122126	56.1
2122127	54.8
2122128	50.6
2122129	50.6
2122301	43.2
2122302	46.3
2122303	36
2122304	47.7
2122305	42.7
2122306	29.9
2122307	43.7
2122308	47.7
2122309	38.4
2122310	44.8
2122311	39.4
2122312	40.4
2122313	39
2122314	37.3
2122315	43.2
2122316	45.6
2122317	42.6
2122318	42
2122319	44.2
2122320	62.5
2122321	67.9
2122322	47.2
2122323	42.9
2122325	75
2122326	40.9
2122327	40.3
2122328	47.3
2122329	42.7
2122330	41.6
2122331	48.8
2122332	42.8
2122333	40.2
2122334	44.7
2122336	42
2122337	43.7
2122338	51.5
2122339	41.3
2122340	46.4
2122341	43.7
2122342	37.6
2122343	44.2
2122344	100
2122345	30.7
2122346	38.1
2122347	36.2
2122348	43.2
2122349	39.4
2122351	40.8
2122352	41.4
2122353	44.9
2122354	43.8
2122401	67
2122402	56.8
2122403	62.2
2122404	61.6
2122405	48.4
2122406	51.8
2122407	65.5
2122408	56.2
2122409	64.6
2122410	66.1
2122411	60.9
2122413	61.7
2122414	67.6
2122415	58.4
2122416	63.1
2122417	62.3
2122418	56.3
2122419	65.1
2122420	64.4
2122421	63.1
2122422	70
2122423	68.2
2122424	59
2122425	54.6
2122426	66.7
2122428	65.9
2122429	61.7
2122430	68.8
2122431	57.9
2122501	55.8
2122502	67.9
2122503	57.3
2122504	57.1
2122505	66.1
2122506	59.3
2122507	32
2122508	46.3
2122509	50.6
2122510	63.3
2122511	48.9
2122512	56.3
2122514	62.6
2122516	61.3
2122517	45.8
2122518	37.4
2122519	64.2
2122520	50.9
2122521	63.9
2122601	49.8
2122602	55.5
2122603	55.1
2122604	57.6
2122605	57
2122606	58.8
2122607	51.5
2122608	53.7
2122609	52.8
2122610	60.5
2122611	58.7
2122612	54.6
2122613	60.7
2122614	57.7
2122615	68.2
2122617	47.9
2122801	61.6
2122802	61.7
2122803	15.9
2122804	91.7
2122805	75
2122806	43.7
2122807	51.1
2122808	54.5
2122809	52.5
2122810	46.5
2122811	51.9
2122812	61.7
2122813	58.8
2122814	66.1
2122815	53.3
2122816	64.1
2122817	60
2122819	58.2
2122820	64.3
2122821	65.9
2122822	58
2122823	62.6
2122824	54.7
2122825	33.3
2122826	70
2122901	54.4
2122902	41.6
2122903	55.6
2122904	51.6
2122905	51.6
2122906	57.1
2122907	38.1
2122908	60.6
2122909	45.5
2122910	46.5
2122911	54.4
2122912	47.6
2122913	62.3
2122914	57.1
2122915	59.1
2122916	47.7
2122917	46.8
2122918	48
2122919	51.1
2122920	59.3
2122921	49.5
2122922	61.5
2122923	52
2122924	66.3
2122925	56.4
2122926	44
2122927	50.9
2122928	51.3
2122929	51
2122930	52.5
2122931	43.9
2122932	37.2
2122933	46.8
2122934	56.3
2122935	52
2122936	37.8
2122937	48.4
2122938	45.5
2122939	48.6
2122940	46.9
2122941	45.2
2122942	51.7
2122943	68.2
2122944	57.3
2122945	50.9
2122946	58
2122947	54.9
2122948	51.3
2122949	52.3
2122950	47.8
2122951	52
2122952	41.4
2122953	51.5
2122954	48.3
2122955	54.9
2122957	42.9
2122958	49.2
2122959	66
2122960	61.4
2122961	42.5
2122962	51.5
2122963	44.2
2122964	47.6
2123001	63.7
2123002	74.3
2123003	48.2
2123004	56.8
2123005	71.3
2123006	67.4
2123007	65.7
2123008	59.6
2123009	61.6
2123010	60.1
2123011	56.5
2123012	60
2123013	60.3
2123014	74.4
2123015	70.9
2123016	61.1
2123017	51.2
2123101	60
2123102	63.8
2123103	69.8
2123104	65.3
2123105	59.7
2123106	61.2
2123107	60.4
2123108	63.1
2123109	63.7
2123110	56.5
2123111	61.6
2123112	57.1
2123113	55.3
2123114	71.3
2123115	68.4
2123116	64.9
2123117	64.9
2123118	66.4
2123119	69.2
2123120	61.4
2123121	68.3
2123122	61.3
2123201	67.5
2123202	65
2123203	60.9
2123205	68.7
2123206	57.3
2123207	64.7
2123208	59.3
2123209	60.4
2123210	60.3
2123211	57
2123212	76.8
2123213	65
2123214	52.5
2123215	63.5
2123216	56.9
2123217	52.7
2123218	73.5
2123219	63.9
2123220	61.3
2123221	67.2
2123222	61.9
2123223	71.7
2123224	64.2
2123226	61.5
2123227	56.9
2123228	61.5
2123229	64.5
2123230	17.7
2123232	58.6
2123301	55.8
2123302	65.7
2123303	55.1
2123304	64.1
2123305	59.9
2123306	56.7
2123307	58.9
2123308	58
2123309	59.8
2123310	61.5
2123401	63.1
2123402	73.3
2123403	63.6
2123404	65.3
2123405	68.6
2123406	65.7
2123407	62.3
2123408	61.2
2123409	63.4
2123501	59.7
2123502	64.3
2123503	59.9
2123504	54.5
2123505	60
2123506	58.7
2123507	60.2
2123508	49.8
2123509	64.3
2123510	57.7
2123511	65
2123512	53.7
2123513	54
2123514	54.2
2123515	64.6
2123516	56
2123517	62.5
2123518	58.8
2123519	61.3
2123520	50
2123521	61.2
2123601	42.9
2123602	57.2
2123603	60.4
2123604	59
2123605	87.5
2123606	45
2123607	41.5
2123608	56.5
2123609	37.2
2123610	58.6
2123611	59.2
2123612	55.2
2123613	54
2123614	63.7
2123615	56
2123616	55.7
2123617	57
2123618	66.5
2123702	39.5
2123703	42.8
2123704	41.3
2123705	51.8
2123706	37.3
2123707	53.1
2123708	55.9
2123709	42.9
2123710	51.8
2123712	44.1
2123713	18.2
2123714	45.6
2123715	38.4
2123716	42.4
2123717	47.5
2123718	42.2
2123719	39.6
2123720	45
2123721	43.1
2123722	41.3
2123723	38
2123724	56.6
2123725	37.6
2123726	47.9
2123727	57.8
2123728	48.9
2123729	44.5
2123730	46.1
2123731	42.8
2123901	65
2123902	57.6
2123903	60.9
2123904	61
2123905	55.6
2123906	53.3
2123907	59.9
2123908	60.3
2123909	22.9
2123910	59.3
2123911	64.1
2123912	63.5
2123913	58.5
2123914	63.9
2123915	59.2
2123916	53.3
2123918	64.3
2123919	62.9
2123920	55.7
2123921	68.8
2123922	65.3
2123923	63.2
2123924	64.2
2123925	58.9
2123926	64.6
2123927	58.3
2123928	62.7
2123929	65.1
2123930	54.2
2123931	65.6
2123932	63.5
2123933	63.8
2123934	60.5
2123935	59.5
2123936	52.5
2123937	63.2
2123938	61
2123939	62.9
2123940	57.9
2123941	55.5
2123942	59.1
2123943	60.6
2123944	59.4
2123945	58.2
2123946	58.3
2123947	63.1
2123948	63.2
2123949	63.8
2124001	65.8
2124002	56.8
2124003	60.3
2124004	60.4
2124005	60.3
2124006	54.9
2124008	51.3
2124009	58.9
2124010	53.4
2124011	46.7
2124012	72.4
2124013	71
2124014	70.1
2124015	70.2
2124016	66.5
2124017	52.2
2124018	71.7
2124019	65.3
2124020	62.3
2124021	58.6
2124022	58.8
2124023	72.6
2124024	58
2124025	48.2
2124026	60.2
2124027	58.9
2124028	47.6
2124029	66.9
2124030	66.8
2124031	66.2
2124032	63.9
2124101	73.1
2124102	65.3
2124103	64.1
2124104	65
2124106	75.5
2124107	64.9
2124108	58.7
2124109	58.9
2124110	61.7
2124111	60
2124112	65.1
2124113	37.6
2124114	66.9
2124115	55
2124116	56.9
2124117	57.4
2124118	53.7
2124119	55.7
2124120	65.4
2124121	69.9
2124122	66.9
2124123	68.8
2124124	65.9
2124125	65.5
2124126	60.4
2124127	64.9
2124128	58.6
2124129	57.9
2124130	71.4
2124132	68
2124134	40.8
2124135	27.3
2124136	43.1
2124137	57.3
2124138	59.6
2124139	66.2
2124140	67.9
2124141	56.4
2124142	59.5
2124143	62.7
2124144	66.3
2124145	69.2
2124146	66.4
2124147	70
2124148	49.5
2124149	67.1
2124150	57.6
2124151	69.1
2124152	49.5
2124153	53.9
2124154	38.5
2124155	73.6
2124156	70
2124157	75.8
2124158	67.7
2124159	63.2
2124160	69.9
2124161	58.1
2124162	72.9
2124201	42.9
2124202	36.9
2124203	34.5
2124204	40.2
2124205	40.1
2124206	31.4
2124207	39.4
2124208	36.6
2124209	32.5
2124210	24.9
2124211	34.3
2124212	37.5
2124213	42.7
2124214	45.8
2124215	47
2124216	16.1
2124217	37.7
2124218	42.3
2124219	15
2124220	39.7
2124221	39
2124222	32.6
2124223	25.2
2124224	34.9
2124225	35.1
2124226	150
2124227	47.8
2124301	38.3
2124302	29.4
2124303	25
2124305	40.8
2124306	31
2124307	33.2
2124308	35.5
2124309	29.5
2124310	33.1
2124311	35.2
2124312	29.4
2124313	32.2
2124314	32.9
2124315	30.1
2124316	33.7
2124317	29.6
2124318	34.8
2124319	40.3
2124320	29
2124321	39.7
2124323	34.5
2124324	35.6
2124325	27.1
2124326	30
2124327	32.1
2124328	35.4
2124329	25.9
2124330	35.8
2124331	38
2124332	37.6
2124333	31.6
2124334	42.7
2124335	31
2124336	28.9
2124337	34.9
2124338	35.4
2124339	37.8
2124340	40.1
2124341	29.1
2124342	34.6
2124343	32.7
2124344	35.3
2124501	50
2124502	57.9
2124503	54.4
2124504	53.5
2124505	49.5
2124506	44.4
2124507	47
2124508	49.5
2124509	62.7
2124510	63.6
2124511	57.5
2124512	60.5
2124513	57.1
2124514	62.3
2124515	52.4
2124516	56
2124517	53.5
2124518	46.2
2124519	46.1
2124520	54.2
2124521	51.5
2124522	45.7
2124523	45.3
2124524	44.4
2124525	29.2
2124526	61.2
2124527	47.5
2124528	53.4
2124529	61
2124530	74
2124531	41.7
2124532	46.5
2124533	61
2124538	43.8
2124539	62.2
2124540	57.6
2124541	63.8
2124542	68
2124543	67.5
2124544	58.9
2124545	63.5
2124546	62.5
2124547	54.1
2124548	50.1
2124601	56.2
2124602	61.3
2124603	60.7
2124604	62.5
2124605	59.5
2124606	66.6
2124607	66.7
2124608	66.5
2124609	59.5
2124610	60.4
2124611	62.8
2124612	63.2
2124613	64.5
2124614	62.3
2124615	62.4
2124616	64.1
2124617	70
2124618	60.7
2124619	64.4
2124620	56.8
2124621	50.4
2124622	37.9
2124624	60.5
2124625	59.7
2124627	59.9
2124628	66.8
2124629	58.4
2124630	70.5
2124631	65.5
2124633	50.3
2124634	62.9
2124701	32.7
2124702	41
2124703	35.5
2124704	39.7
2124705	28.1
2124706	32.7
2124707	39.3
2124708	38.8
2124709	48.7
2124710	28.4
2124711	44.3
2124712	41
2124713	36.4
2124714	40.1
2124715	35.2
2124716	38
2124717	35.6
2124718	40.3
2124719	33.6
2124720	34.7
2124721	38.7
2124722	39.3
2124723	44.6
2124724	45.2
2124725	37.8
2124726	33.8
2124727	39.6
2124728	32.5
2124729	26.3
2124730	33.9
2124801	33.7
2124901	47.2
2124902	46
2124903	46
2124904	41.2
2124905	46.5
2124906	45.8
2124907	41
2124909	43.7
2124910	49.4
2124911	48.8
2124913	48.8
2124914	46.5
2124915	43.6
2124916	53.2
2124917	43.5
2124918	44.3
2124919	52.9
2124920	48.4
2124921	54.1
2124922	51.2
2124923	43.5
2124924	49.1
2124925	22.4
2124926	45.1
2124927	46.7
2124928	43.2
2124929	50.5
2124930	45.9
2124931	47.2
2124932	48.6
2124933	49
2124934	50
2124936	51.4
2124937	52.1
2124938	45
2124939	47.6
2124940	48.1
2124941	47.9
2124942	45.4
2124943	50.1
2124944	48.4
2124945	48.5
2124946	55.4
2124947	48
2124949	38.8
2125001	60.9
2125002	47.1
2125003	56.3
2125004	65.2
2125005	57.2
2125006	50.8
2125007	52.4
2125009	51.2
2125010	49.5
2125011	49.9
2125012	47.8
2125013	49
2125014	60.2
2125015	52.4
2125016	57.9
2125017	42.5
2125018	57.3
2125101	75.5
2125102	58.2
2125103	56.8
2125104	57.9
2125105	58.8
2125106	59.3
2125107	55.4
2125108	59.1
2125109	64.3
2125110	61
2125111	49.6
2125112	61.7
2125113	64.1
2125114	52.3
2125115	60.1
2125116	50.6
2125117	51
2125118	46.7
2125119	57.1
2125120	65.2
2125121	64.5
2125122	77.8
2125123	57.8
2125124	55.3
2125125	33.8
2125126	60.8
2125127	62.2
2125128	49.2
2125401	54.7
2125402	57.9
2125403	60.5
2125404	60.4
2125405	57.3
2125406	60.1
2125407	100
2125408	59.2
2125409	59.1
2125410	61.3
2125411	63.6
2125412	70.2
2125413	54.5
2125414	55.5
2125415	60.8
2125416	61.1
2125417	52.3
2125418	75
2125419	62.8
2125420	64.4
