SA1_7DIGITCODE_2016	persons
2130202	342
2130203	632
2130204	539
2130205	340
2130206	322
2130207	421
2130208	325
2130209	446
2130210	192
2130211	475
2130212	565
2130214	396
2130215	342
2130216	583
2130217	384
2130219	451
2130220	467
2130221	255
2130222	359
2130223	451
2130224	319
2130225	448
2130228	510
2130229	381
2130230	1703
2130231	534
2130232	180
2130233	356
2130234	454
2130235	710
2130236	802
2130237	578
2130238	986
2130239	897
2130240	711
2130241	807
2130242	563
2130243	485
2130301	351
2130302	465
2130303	282
2130305	210
2130306	505
2130307	407
2130308	523
2130309	532
2130310	251
2130311	280
2130312	214
2130313	327
2130314	550
2130315	1111
2130316	897
2130317	558
2130318	671
2130319	677
2130401	539
2130402	304
2130403	335
2130404	543
2130405	552
2130406	435
2130407	433
2130408	648
2130412	456
2130413	288
2130414	422
2130416	298
2130417	182
2130418	220
2130419	254
2130420	239
2130421	723
2130422	641
2130423	732
2130424	1987
2130425	930
2130426	398
2130427	420
2130428	476
2130429	406
2130430	614
2130431	20
2130432	433
2130433	291
2130434	355
2130445	492
2130501	385
2130502	493
2130503	680
2130504	300
2130505	647
2130506	497
2130507	400
2130508	332
2130509	746
2130510	459
2130511	729
2130512	413
2130513	592
2130514	245
2130515	748
2130516	528
2130517	535
2130518	561
2130519	494
2130520	575
2130521	650
2130522	284
2130523	524
2130524	499
2130525	430
2130526	3
2130527	739
2130528	455
2130529	839
2130530	518
2130531	638
2130532	513
2130533	333
2130534	258
2130535	516
2130536	675
2130537	657
2130538	645
2130539	515
2130540	442
2130541	469
2130542	1063
2130544	279
2130545	756
2130546	340
2130547	433
2130548	374
2130549	403
2130550	493
2130551	412
2130601	932
2130602	397
2130603	459
2130605	407
2130606	460
2130607	606
2130608	636
2130611	315
2130612	448
2130614	280
2130615	771
2130616	524
2130617	639
2130618	660
2130619	778
2130620	434
2130621	555
2130622	574
2130623	606
2130624	556
2130625	845
2130626	571
2130627	592
2130628	528
2130629	459
2130630	416
2130631	752
2130801	517
2130802	305
2130803	430
2130804	328
2130805	427
2130806	214
2130808	232
2130809	423
2130810	399
2130811	371
2130812	238
2130813	358
2130814	408
2130815	302
2130816	302
2130817	804
2130818	428
2130819	213
2130820	445
2130821	309
2130822	285
2130901	312
2130902	420
2130903	552
2130904	527
2130905	431
2130906	373
2130907	491
2130908	367
2130909	285
2130910	441
2130911	242
2130912	405
2130913	334
2130914	513
2130915	360
2130916	551
2130917	491
2130918	374
2130919	241
2130920	258
2130921	345
2130922	359
2130923	443
2130924	469
2130925	285
2130926	379
2130927	248
2130928	428
2130929	267
2130930	184
2130932	283
2131001	511
2131002	453
2131003	719
2131004	254
2131005	458
2131006	285
2131007	421
2131008	204
2131009	459
2131010	466
2131011	1313
2131012	557
2131013	315
2131014	471
2131015	397
2131016	415
2131017	487
2131018	289
2131019	595
2131020	611
2131021	16
2131022	287
2131023	505
2131024	415
2131025	442
2131026	435
2131028	290
2131029	24
2131030	558
2131101	501
2131102	357
2131103	501
2131104	296
2131105	503
2131106	518
2131107	597
2131108	416
2131109	487
2131110	367
2131111	573
2131112	471
2131113	633
2131114	1232
2131116	28
2131117	487
2131118	324
2131119	570
2131120	534
2131121	549
2131122	359
2131123	346
2131124	789
2131125	505
2131126	620
2131127	555
2131128	472
2131129	655
2131130	471
2131131	355
2131132	803
2131133	332
2131134	468
2131135	478
2131136	495
2131137	275
2131138	467
2131139	498
2131140	572
2131141	278
2131142	677
2131143	587
2131144	406
2131145	647
2131146	713
2131147	474
2131148	443
2131149	465
2131150	524
2131151	521
2131152	596
2131153	404
2131154	432
2131155	97
2131156	414
2131157	347
2131158	390
2131159	470
2131160	217
2131161	280
2131162	369
2131163	1353
2131164	104
2131201	270
2131202	455
2131203	371
2131204	366
2131205	602
2131206	433
2131207	525
2131208	316
2131209	302
2131210	417
2131211	372
2131212	413
2131213	407
2131214	532
2131215	214
2131216	521
2131217	258
2131218	372
2131219	413
2131220	382
2131221	381
2131222	307
2131223	554
2131224	442
2131225	625
2131226	426
2131227	601
2131228	364
2131229	643
2131230	396
2131231	350
2131232	406
2131233	619
2131234	327
2131235	277
2131236	598
2131237	496
2131238	437
2131239	227
2131241	247
2131242	563
2131243	312
2131244	463
2131245	420
2131246	506
2131247	537
2131248	368
2131249	418
2131250	325
2131251	472
2131252	427
2131253	409
2131254	286
2131255	250
2131301	281
2131302	414
2131303	362
2131304	265
2131305	307
2131306	385
2131307	449
2131308	395
2131309	38
2131310	667
2131311	469
2131312	516
2131313	469
2131314	357
2131315	347
2131316	382
2131317	382
2131318	581
2131319	406
2131320	609
2131321	304
2131322	420
2131323	457
2131324	290
2131325	407
2131326	320
2131401	592
2131404	818
2131405	1143
2131406	352
2131407	379
2131408	804
2131409	192
2131410	261
2131411	507
2131412	278
2131413	358
2131414	255
2131415	480
2131416	224
2131417	337
2131418	394
2131419	604
2131420	355
2131421	204
2131422	446
2131424	4
2131425	359
2131426	537
2131427	472
2131428	526
2131429	421
2131430	234
2131431	331
2131432	362
2131433	533
2131434	322
2131435	416
2131436	410
2131437	476
2131438	459
2131439	421
2131440	526
2131441	311
2131442	438
2131443	395
2131444	442
2131445	422
2131446	467
2131447	560
2131448	524
2131449	599
2131450	316
2131451	693
2131452	303
2131453	705
2131454	714
2131455	200
2131456	801
2131457	646
2131458	535
2131459	11
2131460	827
2131461	277
2131601	260
2131602	341
2131603	608
2131604	369
2131605	421
2131606	337
2131607	595
2131608	443
2131609	405
2131610	639
2131611	496
2131612	463
2131613	516
2131614	469
2131615	230
2131616	372
2131617	525
2131701	253
2131702	389
2131703	447
2131704	334
2131705	270
2131706	399
2131707	358
2131708	849
2131709	509
2131710	465
2131711	345
2131712	585
2131713	487
2131714	552
2131715	339
2131716	567
2131717	479
2131718	430
2131719	558
2131720	654
2131721	325
2131722	433
2131723	553
2131724	479
2131725	378
2131726	401
2131727	479
2131728	388
2131729	254
2131730	600
2131732	699
2131733	3
2131734	571
2131735	589
2131736	555
2131737	540
2131738	440
2131739	348
2131740	525
2131741	662
2131742	386
2131743	580
2131745	402
2131746	536
2131747	531
2131748	418
2131749	418
2131801	482
2131802	460
2131803	398
2131804	539
2131805	610
2131806	680
2131807	520
2131808	519
2131809	335
2131810	334
2131811	615
2131812	431
2131813	533
2131814	412
2131815	307
2131816	562
2131817	321
2131818	510
2131819	511
2131820	401
2131821	650
2131822	612
2131823	473
2131824	570
2131825	552
2131826	315
2131901	395
2131902	369
2131903	490
2131904	753
2131905	561
2131906	427
2131907	380
2131908	507
2131909	488
2131910	373
2131911	576
2131912	402
2131913	321
2131914	688
2131915	522
2131916	426
2131917	530
2131918	313
2131919	561
2131920	773
2131921	557
2131922	508
2131923	468
2131924	561
2131925	352
2131926	473
2131927	515
2131928	397
2131929	605
2131930	290
2131932	290
2131933	499
2131934	345
2131935	584
2131936	376
2131937	518
2131939	352
2131940	377
2131941	389
2132001	627
2132002	2211
2132003	504
2132004	939
2132005	570
2132006	448
2132008	494
2132009	308
2132010	383
2132011	341
2132012	690
2132013	567
2132014	700
2132015	466
2132016	416
2132017	556
2132018	372
2132019	274
2132020	610
2132021	445
2132022	626
2132023	249
2132024	473
2132025	616
2132026	616
2132027	336
2132029	505
2132030	474
2132031	593
2132032	758
2132033	397
2132035	580
2132036	381
2132037	841
2132038	516
2132039	393
2132040	955
2132041	278
2132042	387
2132043	494
2132101	589
2132102	331
2132103	483
2132104	413
2132105	575
2132106	251
2132107	375
2132108	432
2132109	546
2132110	508
2132111	444
2132112	447
2132113	418
2132114	524
2132115	514
2132116	230
2132117	534
2132118	335
2132119	313
2132120	456
2132121	528
2132122	355
2132123	278
2132124	393
2132125	467
2132126	284
2132127	531
2132128	370
2132129	374
2132130	524
2132131	519
2132132	414
2132133	250
2132134	362
2132135	339
2132136	183
2132137	392
2132138	517
2132139	225
2132140	216
2132141	486
2132142	396
2132143	233
2132144	294
2132145	445
2132146	368
2132147	410
2132148	336
2132149	257
2132150	360
2132151	282
2132152	317
2132153	325
2132154	319
2132201	461
2132202	453
2132203	341
2132204	396
2132205	231
2132206	329
2132207	276
2132208	425
2132209	233
2132210	337
2132211	291
2132212	435
2132213	434
2132214	520
2132215	536
2132216	313
2132217	312
2132218	342
2132219	397
2132220	370
2132221	500
2132222	274
2132223	482
2132224	373
2132225	690
2132226	191
2132227	448
2132228	333
2132229	473
2132230	454
2132231	400
2132232	545
2132233	646
2132234	378
2132235	270
2132236	330
2132237	216
2132238	294
2132239	608
2132240	325
2132241	296
2132242	260
2132243	411
2132244	393
2132245	218
2132246	427
2132248	279
2132249	237
2132250	327
2132251	357
2132252	369
2132301	440
2132302	443
2132303	254
2132304	258
2132305	444
2132306	430
2132307	449
2132308	563
2132309	414
2132310	524
2132311	481
2132313	490
2132314	466
2132315	235
2132316	355
2132317	442
2132318	504
2132319	496
2132320	395
2132321	348
2132322	407
2132323	402
2132324	495
2132325	385
2132326	493
2132327	464
2132328	623
2132329	471
2132330	503
2132331	492
2132332	420
2132333	585
2132334	361
2132335	263
2132336	234
2132337	259
2132401	280
2132402	666
2132403	461
2132404	690
2132405	224
2132406	603
2132407	498
2132408	413
2132409	567
2132411	699
2132412	363
2132413	287
2132414	450
2132415	318
2132416	626
2132417	627
2132418	334
2132419	694
2132420	461
2132421	589
2132422	339
2132423	469
2132424	365
2132425	491
2132426	390
2132427	507
2132428	390
2132429	277
2132430	250
2132431	618
2132432	614
2132433	425
2132434	350
2132435	708
2132436	477
2132437	343
2132438	506
2132439	504
2132440	461
2132501	232
2132502	614
2132503	531
2132504	618
2132505	597
2132506	361
2132507	406
2132508	329
2132509	433
2132510	339
2132511	344
2132512	367
2132513	462
2132515	419
2132516	449
2132518	374
2132519	466
2132520	403
2132522	438
2132523	532
2132525	594
2132526	342
2132527	610
2132528	695
2132529	520
2132530	447
2132531	253
2132532	388
2132533	325
2132534	453
2132535	299
2132536	355
2132537	417
2132538	371
2132539	234
2132540	290
2132541	613
2132542	309
2132544	625
2132545	422
2132546	875
2132547	523
2132548	698
2132601	289
2132602	426
2132603	308
2132604	4
2132605	674
2132606	461
2132607	384
2132608	398
2132609	578
2132610	390
2132611	578
2132612	473
2132613	585
2132614	416
2132615	560
2132616	597
2132617	408
2132618	509
2132619	590
2132620	396
2132621	388
2132622	621
2132623	297
2132624	319
2132625	313
2132626	575
2132627	559
2132628	406
2132629	701
2132630	514
2132631	678
2132632	404
2132633	250
2132634	103
2132635	368
2132636	548
2132637	549
2132638	522
2132639	491
2132640	13
2132641	89
2132642	422
2132643	324
2132644	262
2132645	3
2132646	257
2132647	358
2132648	441
2132649	368
2132650	295
2132651	214
2132652	385
2132653	233
2132701	426
2132702	345
2132703	494
2132704	431
2132705	300
2132706	518
2132707	474
2132708	413
2132709	384
2132710	418
2132711	362
2132712	407
2132713	443
2132714	490
2132715	471
2132716	301
2132717	348
2132718	430
2132719	414
2132720	475
2132721	368
2132722	424
2132723	331
2132724	417
2132725	424
2132726	502
2132727	406
2132728	6
2132729	347
2132730	277
2132731	461
2132732	550
2132733	858
2132734	285
2132735	409
2132736	425
2132737	648
2132738	418
2132739	347
2132740	546
2132741	526
2132742	608
2132743	420
2132744	351
2132745	287
2132747	291
2132748	480
2132801	319
2132802	555
2132803	287
2132804	623
2132805	422
2132807	431
2132808	506
2132809	375
2132810	363
2132811	330
2132812	310
2132813	416
2132814	437
2132815	580
2132816	499
2132817	340
2132818	371
2132819	672
2132901	525
2132902	558
2132903	387
2132904	327
2132905	452
2132906	445
2132907	399
2132908	683
2132909	673
2132910	313
2132911	471
2132912	749
2132913	547
2132914	527
2132915	561
2132916	665
2132917	635
2132918	368
2132919	370
2133001	249
2133002	369
2133003	320
2133004	311
2133005	484
2133006	289
2133007	589
2133009	16
2133010	3
2133012	523
2133013	511
2133014	452
2133015	366
2133016	237
2133017	296
2133018	502
2133019	480
2133020	414
2133022	297
2133023	315
2133024	308
2133028	294
2133029	239
2133030	369
2133031	241
2133032	341
2133033	281
2133034	277
2133035	467
2133036	331
2133037	489
2133038	317
2133039	361
2133040	450
2133041	246
2133042	381
2133043	395
2133045	204
2133047	678
2133048	686
2133049	409
2133050	706
2133051	557
2133052	554
2133053	1006
2133054	555
2133055	517
2133056	510
2133057	448
2133058	477
2133059	396
2133060	756
2133061	636
2133062	544
2133063	496
2133064	679
2133065	437
2133066	443
2133067	598
2133068	579
2133069	557
2133101	437
2133102	271
2133103	632
2133105	433
2133106	345
2133107	326
2133108	438
2133109	401
2133110	396
2133111	484
2133112	281
2133113	324
2133114	302
2133115	256
2133116	258
2133117	659
2133118	306
2133119	323
2133120	278
2133121	485
2133122	373
2133123	322
2133201	465
2133202	290
2133203	378
2133204	278
2133205	291
2133206	286
2133207	322
2133208	400
2133209	324
2133211	514
2133212	393
2133213	453
2133214	360
2133216	515
2133217	502
2133218	217
2133219	309
2133220	396
2133221	346
2133222	310
2133223	351
2133224	295
2133225	407
2133226	303
2133227	449
2133228	311
2133229	263
2133230	313
2133231	337
2133232	660
2133233	286
2133234	3
2133235	448
2133236	182
2133237	421
2133238	211
2133239	318
2133240	272
2133301	606
2133302	386
2133303	390
2133304	394
2133305	460
2133306	299
2133307	458
2133308	280
2133309	372
2133310	372
2133311	539
2133312	386
2133313	465
2133314	581
2133315	569
2133316	285
2133317	291
2133318	504
2133319	590
2133320	415
2133321	475
2133322	255
2133323	384
2133324	457
2133325	350
2133326	377
2133327	297
2133328	327
2133329	339
2133330	510
2133331	377
2133332	411
2133333	633
2133401	446
2133402	366
2133403	336
2133404	383
2133405	399
2133406	423
2133407	520
2133408	355
2133409	425
2133410	413
2133411	586
2133412	471
2133413	405
2133414	439
2133415	632
2133416	441
2133417	400
2133418	549
2133419	485
2133420	509
2133421	475
2133422	402
2133423	672
2133424	445
2133425	507
2133426	682
2133427	497
2133428	402
2133429	557
2133430	539
2133431	255
2133432	403
2133433	471
2133434	328
2133435	491
2133436	616
2133437	392
2133438	324
2133439	230
2133440	404
2133441	609
2133442	409
2133443	548
2133444	229
2133445	225
2133501	492
2133502	682
2133503	559
2133504	721
2133505	412
2133506	509
2133507	347
2133508	458
2133509	359
2133510	501
2133511	449
2133512	493
2133513	350
2133514	532
2133515	586
2133516	721
2133517	500
2133518	463
2133519	322
2133520	603
2133521	490
2133522	347
2133523	310
2133524	179
2133525	372
2133526	375
2133527	647
2133528	175
2133529	527
2133530	566
2133531	409
2133532	332
2133533	308
2133534	386
2133535	505
2133536	625
2133537	307
2133538	278
2133601	435
2133602	254
2133603	394
2133604	342
2133605	431
2133606	529
2133607	652
2133608	456
2133609	565
2133610	428
2133611	702
2133612	596
2133613	776
2133614	588
2133615	269
2133616	643
2133617	577
2133618	517
2133619	623
2133701	396
2133702	451
2133703	590
2133704	436
2133705	502
2133706	485
2133707	319
2133708	378
2133709	497
2133710	400
2133711	440
2133712	728
2133713	517
2133714	403
2133715	350
2133716	421
2133717	509
2133718	614
2133719	351
2133720	455
2133721	365
2133722	391
2133723	387
2133724	674
2133726	651
2133801	322
2133802	490
2133803	374
2133804	674
2133805	1634
2133806	351
2133807	391
2133808	403
2133809	314
2133810	305
2133811	428
2133812	640
2133813	384
2133814	473
2133815	321
2133816	445
2133817	438
2133818	315
2133819	348
2133820	294
2133821	311
2133822	435
2133823	497
2133824	297
2133825	402
2133826	551
2133827	588
2133828	654
2133829	238
2133830	407
2133831	195
2133832	13
2133833	8
2133834	395
2133835	252
2133836	450
2133837	366
2133838	287
2133839	455
2133840	331
2133841	437
2133842	560
2133843	316
2133844	481
2133845	325
2133901	239
2133902	385
2133903	564
2133904	593
2133905	607
2133906	423
2133907	535
2133908	371
2133909	362
2133910	389
2133911	357
2133912	413
2133913	521
2133914	433
2133915	364
2133916	480
2133917	454
2133918	404
2133919	645
2133920	263
2133921	726
2133922	342
2133923	603
2133924	400
2133925	402
2133926	503
2133927	250
2134001	405
2134002	382
2134003	451
2134004	466
2134005	510
2134006	461
2134007	309
2134008	330
2134009	521
2134010	11
2134011	239
2134012	508
2134013	54
2134015	488
2134016	394
2134017	472
2134018	395
2134019	344
2134020	249
2134021	536
2134022	434
2134023	447
2134024	475
2134025	245
2134026	409
2134027	353
2134028	423
2134029	522
2134030	406
2134031	306
2134032	248
2134033	299
2134034	534
2134035	366
2134036	327
2134037	283
2134038	436
2134040	490
2134041	428
2134042	272
2134043	355
2134044	281
2134045	291
2134046	198
2134047	305
2134048	401
2134049	279
2134101	731
2134102	479
2134103	612
2134104	371
2134105	416
2134106	430
2134107	408
2134108	393
2134110	484
2134111	301
2134112	436
2134113	672
2134114	416
2134115	264
2134116	580
2134118	685
2134119	731
2134120	501
2134121	637
2134124	329
2134125	242
2134126	342
2134127	273
2134128	540
2134131	295
2134132	332
2134133	403
2134134	370
2134201	297
2134202	387
2134203	372
2134204	493
2134205	535
2134206	650
2134207	292
2134208	10
2134210	295
2134211	341
2134212	289
2134213	440
2134214	294
2134215	576
2134216	301
2134217	294
2134218	580
2134219	503
2134220	623
2134221	528
2134222	582
2134223	582
2134224	436
2134225	432
2134226	535
2134227	351
2134228	407
2134229	513
